,,
الباركود,اسم الصنف,سعر البيع
8001060008410,ساكلا صوص طماطم شيري خضار 350 جم,60.00
8001060001466,ساكلا زيتون اخضر مخلي 290 جم,150.00
8001060001763,ساكلا بيستو بالباذنجان والثوم 190 جم,230.00
8001060024823,ساكلا صوص فيجان توميتو بيستو 190 جم,180.00
8001060008403,ساكلا طماطم شيري & شيلي 350 جم,100.00
8001060006256,ساكلا بيستو كسبره & فلفل احمر 190 جم,180.00
8001060006782,ساكلا صوص فلفل حار & موتزريلا 190 جم,100.00
8001620022726,سان بنديتو مياه غير مكربنة 500 مل,40.00
8001620003220,سان بنديتو مياه مكربنه زجاج 500 مل,80.00
80021926,سان بنديتو مياه مكربنه زجاج 250 مل,65.00
8001620022733,سان بنديتو مياه مكربنة 500 مل,45.00
6222004102229,تشويس ورق عنب محشي 400 جم,150.00
8690804410505,صنتات كونسروه ورق عنب 400 جم,100.00
8002270736803,سانبليكرنو برتقال مر 330 مل,65.00
8002270001956,سانبليكرنو مياه 750 مل,85.00
8002270726798,سانبليكرنو ليموناده 330 مل,65.00
8002270706806,سانبليكرنو برتقال تشينو 330 مل,75.00
8002270756795,سانبليكرنو برتقال 330 مل,65.00
8002270426902,سانبليكرينو برتقال تشينو زيرو 330 ملل,75.00
5900617014665,سانتي رايس كيك ملح الهيمالايا 110 جم,65.00
5900617042255,سانتي جرانولا جولد براوني & كريز 300 جم,185.00
5900617037176,سانتي جرانولا جولد شيكولاته & برتقال 300 جم,185.00
5900617031969,سانتي كورن كيك طبيعي 120 جم,65.00
5900617002969,سانتي جرانولا فواكهه 350 جم,155.00
5900617002228,سانتي كرانشي كلاسيك 350 جم,125.00
5900617037152,سانتي جرانولا جولد مكسرات & عسل 300 جم,185.00
5900617002266,سانتي موسلي زبيب & لوز 350 جم,125.00
5900617002211,سانتي كرانشي فواكهه 350 جم,155.00
5900617014658,سانتي رايز كيك طبيعي 110 جم,65.00
5900617002617,سانتي كرانشي شيكولاته & موز 350 جم,155.00
5900617002099,سانتي موسلي فواكهه استوائيه 350 مل,140.00
5900617002983,سانتي جرانولا شوكليت 350 جم,155.00
8850632603689,ساور بانك كولا 40 جم,30.00
6224002781031,بيبيتو ساور ستيكس بطيخ 30 جم,10.00
8850632600695,ساور بانك تفاح 40 جم,30.00
41364087924,ساور بانش راينبو 57 جم,70.00
8850632603658,ساور بانك بلو بيري 40 جم,30.00
6224002781017,بيبيتو ساور ستيكس فراوله 30 جم,10.00
8850632606819,ساور بانك توت بري 40 جم,30.00
8850632600367,ساور بانك كولا 40 جم,30.00
6224002781024,بيبيتو ساور ستيكس كولا 30 جم,10.00
8850632605928,ساور بانك تفاح 20 جم,25.00
8850632605904,ساور بانك بلوبيري 20 جم,25.00
6224002781055,بيبيتو ساور ستيكس تفاح 30 جم,10.00
6224002781048,بيبيتو ساور ستيكس فواكه مشكله 30 جم,10.00
41364080536,ساور بانش فراوله 57 جم,70.00
6223014790987,ساور فرينزي هارد كاندي 16 ق,30.00
7622210796851,ساور باتش بطيخ 40 جم,30.00
6223014790970,ساور فرينزي بلوبيري 5 ق,7.00
6191402903595,فنواز كريمه البندق بيضاء 330 جم,300.00
4003084843040,ترولي ساور فرايز كاندي 22 جم,20.00
6223014790949,ساور فرينزي ليمون 5 ق,7.00
5011061107022,سكروميرز ساور ديب & ليك 15 جم,25.00
8850632602071,ساور بانك بلوبيري 40 جم,30.00
8850632603566,ساور بانك فراوله 40 جم,30.00
8850632603597,ساور بانك تفاح 40 جم,30.00
6223014790963,ساور فرينزي تفاح اخضر 5 ق,7.00
6223014790956,ساور فرينزي كولا 5 ق,7.00
41364080512,ساور بانش بلو رازبيري 57 جم,70.00
7622210442802,ساور باتش فواكهه مشكله كيدز 40 جم,30.00
6225000381636,سبيرو سباتس اناناس 330 مل,12.00
6224001998584,سبيرو سباتس كولا 330 مل,15.00
6225000381667,سبيرو سباتس خوخ 330 مل,12.00
6225000381681,سبيرو سباتس صودا ليمون 330 مل,12.00
7613036984379,ستاربكس كبسولات كولومبيا,380.00
7613037280746,كبسولات ستارابكس سوماترا,350.00
8445291452657,كبسولات ستار باكس ريستريتو شوت 10 ق,450.00
7613036961783,كبسولات ستاربكس بايك بلاس -7,450.00
8445290154422,كبسولات ستارباكس سموزي كراميل - 5,450.00
7613287302113,كبسولات ستار باكس ايطاليان ستايل روست 10 ق,450.00
7613287855541,ستاربكس كبسولات جواتيمالا 10 ق,150.00
7613036932172,ستار باكس اسبريسو دارك روست 200 جم,400.00
7613287186928,ستار باكس كبسولات بريك فاست 10 ق,380.00
8445290154507,كبسولات ستار باكس كراميل - انتنسي 5 - 10 ق,230.00
7613287855640,كبسولات ستاربكس غواتمالا - 5,380.00
7630477891677,ستار باكس كبسولات بيك بلاس 10 ق,450.00
7613287855589,كبسولات ستارباكس جواتمالا,350.00
7613036984478,ستاربكـس كبسولات اسـبرسو روسـت,380.00
7613036957106,ستاربكس كبسولات هاوس بليند لونجو 57 جم,380.00
8445290156167,كبسولات ستارباكس كراميل فانيليا,350.00
7630477891691,ستار باكس كولومبيا 10 ق,380.00
7630477891714,ستار باكس كبسولات اسبريسو 10 ق,450.00
762111622853,ستاربكس ايطاليان روست بودر 340 جم,800.00
8445290154804,ستار باكس كبسولات كراميل سموس 10 ق,380.00
8445290156457,ستاربكس كبسولات كريمى فانيليا 5,440.00
8445291452749,ستاربكس ريسترتو شوت 11,380.00
11102429,كبسولات ستار باكس كراميل - انتنسي 5 - 10 ق,450.00
7613036984492,كبسولات ستاربكس بايك بلاس -7,380.00
7613037301793,كبسولات ستاراكس بلوند روست,380.00
7630477891592,ستار باكس هاوس بلند لانجو 10 ق,450.00
8445290156075,ستار باكس كبسولات فانيليا كريمي - 5,450.00
7613037280487,كبسول ستاربكس بايك بليس,380.00
7613036961707,ستار باكس كبسولات كولومبيا - 7,450.00
7613036961868,ستاربكس كبسولات اسبريسيو ديكاف 10 ق,250.00
7613036961806,ستارباكس كبسولات بيك بلايس 10 ق,350.00
7613287302137,ستار باكس كبسولات ايطاليان روست 10 ق,230.00
8445290154552,ستارباكس كبسولات كراميل 10 ق,255.00
7613036961721,ستار باكس كبسولات سينجل كولمبيا 10 ق,350.00
7613037273908,ستار باكس كبسولات ريستريتو فيرونا 10 ق,380.00
7613287186867,كبسولات ستارباكس بريك فست بلاند,380.00
7613036961608,ستار باكس كبسولات اسبريسو روست 10 ق,350.00
8445290154712,كبسولات ستارباكس سموزي كراميل - 5,380.00
7630311507016,كبسولات ستاربكس صنى داي بلند - 5,380.00
7613287186805,كبسولات ستاربكس بريك فاست بليند - 7,450.00
7613037290967,كبسولات ستارابكس كلومبيا,380.00
7613287598998,ستاربكس شوكليت سجليتشر 330 جم,650.00
7613036959087,ستار باكس كبسولات سينجل ساموترا 10 ق,380.00
7630477891639,ستار باكس كبسولات فيرونا 10 ق,450.00
7630311506897,ستار باكس كبسولات صني داي بليند - 5,440.00
7613036984515,كبسولات ستارباكس اسبريسو روست 10 ق,230.00
7613036984379,ستاربكس كبسولات كولومبيا,380.00
7613287186829,ستارباكس كبسولات بريك فاست - 7 انتن - 10 ق,350.00
7613036961660,ستار باكس كبسولات أسبريسو روست 10 ق,230.00
7630477891738,ستاربكس كبسولات اسبرسو روست 6,450.00
7613036959001,ستار باكس كبسولات ريستريتو فيرونا 10 ق,350.00
7613287302373,ستار باكس كبسولات ايطاليان 10 ق,380.00
7613036957120,ستار باكس كبسولات لانجو 10 ق,230.00
7613036984393,كبسولات ستاربكس هاوس بلند لونج - 8,380.00
8684207810314,سفن ستيك اسنان 80 جم,30.00
8684207811588,سفن ستيك فروت جاردن 80 جم,30.00
8684207810222,سفن استيك وارمز 80 جم,30.00
8684207810048,سفن ستيك بيرز 80 جم,30.00
8684207810499,سفن ستيك كولا 80 جم,30.00
5285000911203,ستيفانا بديل سكر 2.5 جم * 50 ق,220.00
4066447477337,ميفوليس سكر دايت الماني 1200 ق,300.00
5285000910572,ستيفانا بديل سكر 200 جم,450.00
5285000910237,ستيفانا بديل سكر 1.5 جم * 25 ظرف,120.00
6772504535824,سكر دايت عرض 2*1 - 48 ق,140.00
5285000915119,ستيفانا بديل سكر 100 ظرف + مج هديه,400.00
4021155162265,اقراص سكر سوكوفين 1200 قرص,300.00
6224002300072,سموتشي مانجو & باشون فروت 192 جم,240.00
6224002300058,سموتشي كراميل 192 جم,190.00
6224002300089,سموتشي بوب كورن 192 جم,190.00
6224002300126,سموتشى كراميل موتشي ايس كريم 64 جم,75.00
6224002300096,سموتشي مانجو عويس 2 ق,75.00
6224002300157,سموتشي سبانش لاتيه 192 جم,240.00
6224002300119,سموتشى فانليا نوتشي ايس كريم 64 جم,75.00
6224002300102,سموتشي شوكليت 2 ق,75.00
795697032068,سناك ديب جريل تشيكن سبايسي 170 جم,80.00
795697032051,سناك ديب جريل تشيكن عسل باربكيو 170 جم,80.00
795697032075,سناك ديب جريل تشيكن سويت شيل 170 جم,80.00
9556345007484,مياو مياو مقرمشات 60 جم,100.00
9556345008573,مياو مياو مقرمشات بالجمبري 60 جم,100.00
3800225340083,فري ماس باربكيو 30 جم,25.00
5706516011671,بوبز فشار ميكرويف جبنه 85 جم,70.00
9556345280108,مياو مياو مقرمشات جمبري حار 60 جم,100.00
3800225340441,فري ماس اورجينال 30 جم,25.00
5706516011633,بوبز فشار ميكرويف سويت & سالتي 85 جم,70.00
3800225340489,فري ماس ساور كريم & شبت 30 جم,25.00
5706516011657,بوبز فشار ميكرويف زبده 90 جم,70.00
3800225340502,فري ماس فراخ 30 جم,25.00
5706516011640,بوبز فشار ميكرويف ملح 90 جم,70.00
3800225340434,فري ماس جبنه & بصل 30 جم,25.00
50166084,سنيكرز ميني 18 جم,15.00
6221134010756,سنيكرز ويفر رولز 1 ق,7.00
5060122036849,سنيكرز مشروب 350 مل,50.00
5000159558914,سنيكرز مينتشيرز 150 جم,225.00
7896423487657,سنيكرز 30 جم,25.00
5056357905593,سنيكرز فروت & نات 4 * 32 جم,200.00
6221134011951,سنيكرز 45 جم 4+1,160.00
6221134010619,سنيكرز ويفر رولز 2 ق,12.00
4011100037915,سنيكرز مينتشرز 150 جم,220.00
6773505590232,سو بلاس مانجو 48 مل,80.00
6773505590218,سو بلاس ساور 48 مل,80.00
6773505590195,سو بلاس ليمون نعناع 48 مل,80.00
6773505590201,سو بلاس بطيخ 48 مل,80.00
6773505590300,سو بلاس زنجبيل 48 مل,80.00
6773505590188,سو بلاس عنب احمر 48 مل,80.00
6773505590065,سو بلاس بلوبيري 48 مل,80.00
6773505590072,سو بلاس فراوله 48 مل,80.00
6251897000886,سوبر تمر هندي 250 مل,25.00
6251897000398,سوبر بطيخ 250 مل,25.00
6251897001074,سوبر مياه غازيه 250 مل,30.00
6251897000756,سوبر موهيتو 250 مل,25.00
6251897000879,سوبر موهيتو زيرو شوجر 250 مل,25.00
6251897000404,سوبر رمان 250 مل,25.00
6251897000824,سوبر توتي فروتي زيرو شوجر 250 مل,25.00
6251897000749,سوبر بلوبيري 250 مل,25.00
6251897000671,سوبر بابل جم 250 مل,25.00
6254000067646,سوبر توتي فروتي 250 مل,25.00
6224010205581,سويس فرو شيكولاته دارك فسدق 80 جم,75.00
6224010205598,سويس فرو شيكولاته ميلك بالفسدق 80 جم,75.00
6224010205925,سويس فرو شيكولاته وايت ليمون كريسب 80 جم,75.00
6224010205406,سويس فرو شيكولاته لوز & توت بري 80 جم,75.00
6224010205888,سويس فرو شيكولاته ميلك كوكيز 80 جم,75.00
6224001733109,سويس فرو بالكنافه موس 150 جم,150.00
6224010205871,سويس فرو شيكولاته ميلك فراوله 80 جم,75.00
6224010205796,سويس فرو شيكولاته لوز زيرو شوجر 80 جم,75.00
6224010205802,سويس فرو شيكولاته دارك لوز 80 جم,75.00
6224010205932,سويس فرو شيكولاته وايت جوزهند 80 جم,75.00
6224010205918,سويس فرو شيكولاته دارك نعناع 80 جم,75.00
6224010205413,سويس فرو شيكولاته وايت لوز & توت 80 جم,75.00
6224010205543,سويس فرو شيكولاته 75 % دارك 80 جم,75.00
6224010205604,سويس فرو شيكولاته دارك اسبريسو 80 جم,75.00
6224001733086,سويس فرو بالكنافه بلوند 160 جم,160.00
6224010205659,سويس فرو شيكولاته 55% دارك 80 جم,75.00
6224010205789,سويس فرو شيكولاته 75% دارك زيرو شوجر 80 جم,75.00
6224010205024,سويس فرو شيكولاته ميلك 80 جم,75.00
6224010205864,سويس فرو شيكولاته وايت فراوله 80 جم,75.00
6224001733079,سويس فرو بالكنافه ميلك 150 جم,160.00
4791082099162,شاى كرك زنجبيل 20جم,20.00
6251897990071,ايس كرك مسالا 250 مل,80.00
6251897990064,ايس كرك هال 250 مل,80.00
4791082099131,شاى كرك زعفران 20 جم,20.00
8908000339378,شاي كرك هيل غير محلي 20 جم,25.00
4791082099148,شاى كرك مسالا 20 جم,20.00
4791082101209,شاى كرك هيل لايت 14 جم,20.00
4791082099155,شاى كرك هيل 20 جم,20.00
8908000339446,شاي كرك ساده 20 جم,25.00
